Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2025,'091011292',110,  ,KG,0,1820,2800,0,0,0,0,0,0,0,0,0,0,1820,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091011292',121,  ,KG,0,127232,341174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45437,114233,0,29617,75548,0,0,0,0,45216,130423,0,0,0,0,6962,20970
2,2025,'091011292',123,  ,KG,0,28350,21564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1356,0,12500,10451,0,0,0,0,9850,8293,0,0,0,0,3000,1464
2,2025,'091011299',105,  ,KG,0,13480640,4155013,0,1764567,494019,0,644112,211180,0,789306,285365,0,1338258,425146,0,1296448,383320,0,1278934,415191,0,1363859,393843,0,483705,169970,0,862570,359291,0,861740,295821,0,1242022,335718,0,1555119,386149
2,2025,'091011299',106,  ,KG,0,1232992,594499,0,40174,24249,0,69222,40720,0,51300,27772,0,70468,38281,0,49568,25888,0,58034,30551,0,167672,78695,0,404746,172986,0,128334,54537,0,61598,32877,0,72550,38629,0,59326,29314
2,2025,'091011299',110,  ,KG,0,15010,14080,0,0,0,0,0,0,0,10000,10583,0,0,0,0,5010,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091011299',111,  ,KG,0,1675138,446183,0,269010,65219,0,297478,79610,0,201960,45507,0,124740,28927,0,39956,28344,0,188235,37208,0,156600,30823,0,64296,25527,0,128472,40122,0,66616,30552,0,84315,20756,0,53460,13588
2,2025,'091011299',118,  ,KG,0,14017,8307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,746,0,13017,7561,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091011299',122,  ,KG,0,9079,9245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289,2518,0,0,0,0,4790,6727
2,2025,'091011299',125,  ,KG,0,330,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,218,0,0,0,0,70,920,0,210,3312,0,0,0,0,0,0
2,2025,'091012100',105,  ,KG,0,7560,1204,0,0,0,0,1512,254,0,0,0,0,0,0,0,3024,465,0,0,0,0,0,0,0,0,0,0,0,0,0,3024,485,0,0,0,0,0,0
2,2025,'091012100',111,  ,KG,0,10524,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3024,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,1317,0,0,0
2,2025,'091012210',103,  ,KG,0,549,5996,0,60,731,0,0,0,0,90,1092,0,0,0,0,0,0,0,173,2042,0,0,0,0,0,0,0,0,0,0,90,545,0,136,1586,0,0,0
2,2025,'091012210',105,  ,KG,0,2981539,1297033,0,259208,117417,0,162797,73874,0,183782,79765,0,282536,117349,0,290830,115320,0,206229,87537,0,315349,135638,0,239144,105829,0,207027,94856,0,275010,120763,0,218834,97968,0,340793,150717
2,2025,'091012210',110,  ,KG,0,44514,14957,0,8100,1876,0,1248,361,0,3000,1234,0,3840,1429,0,5160,1795,0,3960,1573,0,3000,816,0,3357,1364,0,6000,1656,0,3840,1565,0,0,0,0,3009,1288
2,2025,'091012210',111,  ,KG,0,110,457,0,0,0,0,0,0,0,0,0,0,0,0,0,110,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091012210',123,  ,KG,0,6215,5881,0,670,679,0,0,0,0,1875,965,0,800,1480,0,735,786,0,0,0,0,0,0,0,1554,1321,0,0,0,0,0,0,0,0,0,0,581,650
2,2025,'091012210',125,  ,KG,0,600,2163,0,126,697,0,0,0,0,0,0,0,50,266,0,0,0,0,100,318,0,108,282,0,0,0,0,0,0,0,0,0,0,216,600,0,0,0
2,2025,'091012210',205,  ,KG,0,742,7567,0,0,0,0,67,641,0,0,0,0,0,0,0,259,2560,0,0,0,0,124,1337,0,0,0,0,118,1139,0,100,1063,0,0,0,0,74,827
2,2025,'091012210',245,  ,KG,0,148,1037,0,74,520,0,0,0,0,0,0,0,0,0,0,74,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091012299',105,  ,KG,0,4943808,2208458,0,506744,237544,0,300934,143449,0,312112,127777,0,469566,195283,0,332923,138630,0,385454,167965,0,493489,224665,0,344491,152850,0,509621,252515,0,304533,137255,0,581792,254183,0,402149,176342
2,2025,'091012299',106,  ,KG,0,192000,98705,0,0,0,0,48000,25440,0,48000,24559,0,96000,48706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091012299',110,  ,KG,0,5249,5814,0,613,802,0,0,0,0,0,0,0,136,347,0,0,0,0,1000,1681,0,0,0,0,3500,2984,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091012299',111,  ,KG,0,300883,123231,0,7600,2969,0,19030,7671,0,16940,7190,0,0,0,0,17140,7393,0,53360,20772,0,39540,16020,0,24280,9472,0,15019,6804,0,19860,7686,0,26310,11160,0,61804,26094
2,2025,'091012299',122,  ,KG,0,170,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091012299',123,  ,KG,0,3680,5833,0,0,0,0,0,0,0,1180,1958,0,500,232,0,0,0,0,0,0,0,1000,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1895
2,2025,'091012299',125,  ,KG,0,230,855,0,0,0,0,0,0,0,0,0,0,0,0,0,180,642,0,0,0,0,0,0,0,50,213,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091012299',210,  ,KG,0,40,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,339
2,2025,'091012299',407,  ,KG,0,300,456,0,0,0,0,300,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091012299',524,  ,KG,0,40000,22313,0,25000,14250,0,0,0,0,15000,8063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091020100',123,  ,KG,0,12,5750,0,0,0,0,0,0,0,0,0,0,6,2206,0,0,707,0,0,0,0,0,0,0,0,0,0,2,1049,0,0,0,0,4,1788,0,0,0
2,2025,'091020100',133,  ,KG,0,4,2954,0,0,0,0,1,696,0,0,0,0,0,0,0,0,0,0,1,612,0,0,0,0,1,764,0,0,0,0,0,0,0,0,0,0,1,882
2,2025,'091020100',218,  ,KG,0,11,13065,0,2,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9545,0,3,1722,0,2,948,0,0,0
2,2025,'091020100',220,  ,KG,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,0
2,2025,'091020100',601,  ,KG,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091020210',123,  ,KG,0,3,1052,0,0,0,0,0,0,0,3,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091020210',133,  ,KG,0,51,11027,0,0,0,0,0,0,0,50,10773,0,0,0,0,0,0,0,0,0,0,1,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091020210',218,  ,KG,0,653,177948,0,5,2130,0,205,47812,0,40,15244,0,15,6959,0,50,11782,0,55,17491,0,100,23014,0,0,0,0,100,23104,0,42,18209,0,16,5504,0,25,6699
2,2025,'091020210',230,  ,KG,0,1,621,0,0,0,0,1,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091020220',218,  ,KG,0,337,70125,0,10,2376,0,5,1106,0,144,27439,0,0,0,0,0,0,0,5,1348,0,0,0,0,13,3034,0,0,0,0,145,31315,0,15,3507,0,0,0
2,2025,'091030100',110,  ,KG,0,5751,7719,0,254,362,0,942,1435,0,0,0,0,1449,1903,0,192,294,0,0,0,0,735,850,0,0,0,0,375,493,0,382,517,0,610,728,0,812,1137
2,2025,'091030100',111,  ,KG,0,240,606,0,0,0,0,0,0,0,0,0,0,240,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091030100',123,  ,KG,0,174482,78238,0,14995,5396,0,21323,11220,0,21436,7158,0,0,0,0,22997,10562,0,9965,4071,0,13560,5732,0,6681,1933,0,33457,15944,0,15680,8496,0,9183,4621,0,5205,3105
2,2025,'091030100',124,  ,KG,0,3612,2268,0,300,274,0,0,0,0,0,0,0,0,0,0,0,0,0,528,240,0,816,581,0,0,0,0,0,0,0,1968,1173,0,0,0,0,0,0
2,2025,'091030100',125,  ,KG,0,662,2150,0,0,0,0,0,0,0,80,243,0,0,0,0,0,0,0,0,0,0,366,1040,0,0,0,0,0,0,0,0,0,0,216,867,0,0,0
2,2025,'091030100',127,  ,KG,0,19636,11974,0,2976,2061,0,2820,1329,0,1680,1048,0,720,539,0,576,426,0,1732,1183,0,2340,1362,0,0,0,0,624,377,0,2064,1276,0,2486,1217,0,1618,1156
2,2025,'091030100',234,  ,KG,0,1000,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091030210',105,  ,KG,0,519323,284109,0,50020,27478,0,18000,8416,0,23000,9849,0,33940,17853,0,48584,24863,0,55549,30501,0,43020,19559,0,25000,13559,0,25020,12238,0,48670,25890,0,72000,43495,0,76520,50408
2,2025,'091030210',110,  ,KG,0,48780,30992,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,10960,0,12280,6068,0,0,0,0,0,0,0,0,0,0,20000,13964,0,0,0,0,0,0
2,2025,'091030210',111,  ,KG,0,311,1474,0,0,0,0,311,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091030210',118,  ,KG,0,1008,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,283,0,0,0,0,0,0
2,2025,'091030210',123,  ,KG,0,1653559,744543,0,105540,43863,0,115000,57740,0,231540,77382,0,127000,48200,0,262120,132079,0,37000,11476,0,121000,54069,0,141040,70631,0,187160,98972,0,56059,19509,0,90000,42599,0,180100,88023
2,2025,'091030220',105,  ,KG,0,47550,14462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,1226,0,0,0,0,6000,1105,0,5250,1695,0,11200,2458,0,18000,7978
2,2025,'091030220',110,  ,KG,0,49300,11219,0,500,291,0,12000,2661,0,12000,2519,0,0,0,0,0,0,0,12300,2965,0,0,0,0,500,266,0,12000,2517,0,0,0,0,0,0,0,0,0
2,2025,'091030220',111,  ,KG,0,2000,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1208,0,0,0
2,2025,'091030220',118,  ,KG,0,1836,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1048,0,0,0,0,0,0,0,836,930,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091030220',123,  ,KG,0,880890,445188,0,5175,8425,0,45240,25763,0,49785,28975,0,98170,50890,0,124900,66241,0,80750,34515,0,38960,14455,0,76670,44395,0,118840,52668,0,81560,45764,0,98170,39250,0,62670,33847
2,2025,'091030220',125,  ,KG,0,25,208,0,0,0,0,25,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091030220',304,  ,KG,0,150,793,0,0,0,0,0,0,0,0,0,0,0,0,0,150,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091091110',105,  ,KG,0,7100,4639,0,0,0,0,1000,678,0,1500,982,0,0,0,0,1000,625,0,0,0,0,1000,631,0,0,0,0,800,515,0,800,534,0,1000,674,0,0,0
2,2025,'091091110',110,  ,KG,0,350,699,0,0,0,0,0,0,0,150,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,360,0,0,0
2,2025,'091091110',111,  ,KG,0,247,947,0,0,0,0,247,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091091110',113,  ,KG,0,5943,6194,0,0,0,0,1005,1389,0,0,0,0,1028,660,0,1005,1278,0,400,346,0,500,419,0,0,0,0,1000,784,0,1005,1318,0,0,0,0,0,0
2,2025,'091091110',123,  ,KG,0,163858,166625,0,14150,16215,0,14960,9474,0,11565,13881,0,19213,20111,0,8100,8577,0,14562,16593,0,10414,9177,0,12500,7378,0,12847,16138,0,12152,14157,0,26522,27058,0,6873,7866
2,2025,'091091110',124,  ,KG,0,9190,8775,0,1296,1120,0,0,0,0,0,0,0,0,0,0,288,205,0,3192,2960,0,0,0,0,0,0,0,2775,2575,0,1639,1915,0,0,0,0,0,0
2,2025,'091091110',125,  ,KG,0,36039,27551,0,925,795,0,4635,3891,0,4153,2265,0,0,0,0,1115,632,0,6741,4443,0,9171,7901,0,846,1449,0,2538,2383,0,0,0,0,5615,3516,0,300,276
2,2025,'091091110',127,  ,KG,0,11024,9619,0,933,950,0,0,0,0,2150,1735,0,2678,2325,0,0,0,0,2160,1760,0,187,331,0,0,0,0,2916,2518,0,0,0,0,0,0,0,0,0
2,2025,'091091110',131,  ,KG,0,4600,5073,0,0,0,0,500,615,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3859,0,600,599,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091091110',205,  ,KG,0,4343,11489,0,1000,2536,0,0,0,0,2000,5683,0,440,650,0,0,0,0,525,1545,0,0,0,0,0,0,0,378,1075,0,0,0,0,0,0,0,0,0
2,2025,'091091110',208,  ,KG,0,192,412,0,192,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091091110',213,  ,KG,0,2700,2804,0,0,0,0,0,0,0,0,0,0,900,842,0,0,0,0,0,0,0,0,0,0,900,912,0,0,0,0,0,0,0,900,1050,0,0,0
2,2025,'091091110',225,  ,KG,0,45,315,0,0,0,0,0,0,0,0,0,0,45,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091091210',105,  ,KG,0,40577,64896,0,3415,4877,0,1560,2180,0,3261,5839,0,5288,6729,0,3090,5665,0,2028,2825,0,2058,2760,0,4780,7800,0,760,873,0,3999,7137,0,1275,1859,0,9063,16352
2,2025,'091091210',106,  ,KG,0,394,741,0,0,0,0,0,0,0,0,0,0,52,220,0,0,0,0,342,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091091210',110,  ,KG,0,511,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,187,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,1009
2,2025,'091091210',111,  ,KG,0,1266,2686,0,100,235,0,390,605,0,100,235,0,0,0,0,136,319,0,136,304,0,0,0,0,0,0,0,140,341,0,120,294,0,0,0,0,144,353
2,2025,'091091210',123,  ,KG,0,106395,139909,0,8046,12510,0,2394,2243,0,9186,12186,0,15015,16137,0,7506,10615,0,15794,17923,0,3946,5152,0,0,0,0,20706,24988,0,7596,12672,0,10542,18164,0,5664,7319
2,2025,'091091210',124,  ,KG,0,36956,43069,0,2623,3671,0,0,0,0,5022,5643,0,0,0,0,5063,5638,0,3486,4469,0,2875,3738,0,1728,1796,0,5400,6552,0,6703,7372,0,0,0,0,4056,4190
2,2025,'091091210',125,  ,KG,0,1224,2461,0,0,0,0,0,0,0,0,0,0,170,860,0,0,0,0,0,0,0,1000,665,0,0,0,0,34,668,0,20,268,0,0,0,0,0,0
2,2025,'091091210',127,  ,KG,0,11195,15164,0,1444,1932,0,0,0,0,2047,2421,0,1149,1690,0,1050,1950,0,1737,3173,0,346,316,0,0,0,0,420,534,0,1301,1568,0,921,777,0,780,803
2,2025,'091091210',131,  ,KG,0,4508,4710,0,550,463,0,700,857,0,248,276,0,192,275,0,0,0,0,0,0,0,0,0,0,466,583,0,610,549,0,0,0,0,1742,1707,0,0,0
2,2025,'091091210',213,  ,KG,0,165,1215,0,55,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,404,0,0,0,0,0,0,0,55,418,0,0,0,0,0,0
2,2025,'091091210',220,  ,KG,0,122,1002,0,52,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,281,0,35,310,0,0,0
2,2025,'091091210',225,  ,KG,0,42,381,0,0,0,0,0,0,0,0,0,0,42,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091091210',245,  ,KG,0,132,1037,0,66,520,0,0,0,0,0,0,0,0,0,0,66,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091091210',304,  ,KG,0,941,6609,0,0,0,0,201,2401,0,274,787,0,0,0,0,0,0,0,0,0,0,274,773,0,0,0,0,0,0,0,177,2356,0,0,0,0,15,292
2,2025,'091091210',551,  ,KG,0,12253,53912,0,0,0,0,2764,11979,0,2764,11620,0,2764,11710,0,0,0,0,1382,5604,0,34,402,0,0,0,0,1108,5925,0,0,0,0,55,599,0,1382,6073
2,2025,'091091290',105,  ,KG,0,16230,84904,0,3026,8038,0,960,9259,0,576,5553,0,768,7400,0,576,5547,0,1096,4770,0,555,5460,0,370,3641,0,3729,8796,0,938,9222,0,576,5652,0,3060,11566
2,2025,'091091290',106,  ,KG,0,1800,3402,0,0,0,0,720,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,2083
2,2025,'091091290',123,  ,KG,0,1490,7119,0,100,523,0,0,0,0,0,0,0,50,269,0,0,0,0,100,476,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,5851,0,0,0
2,2025,'091091290',125,  ,KG,0,991,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,998,0,260,850,0,0,0,0,200,1414,0,230,929,0,0,0
2,2025,'091091290',210,  ,KG,0,428,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1899,0,0,0,0,30,393,0,0,0,0,0,0
2,2025,'091091290',213,  ,KG,0,13648,35702,0,855,1999,0,249,556,0,151,345,0,800,2368,0,1692,2473,0,456,1065,0,4821,12598,0,215,832,0,1260,3770,0,899,3297,0,796,2542,0,1454,3857
2,2025,'091091290',304,  ,KG,0,123778,133357,0,0,0,0,17418,19493,0,5125,4244,0,11258,13807,0,17418,17537,0,18418,18376,0,0,0,0,9624,13873,0,2400,2433,0,29243,29204,0,10125,8670,0,2749,5720
2,2025,'091099911',105,  ,KG,0,1705,3445,0,180,329,0,0,0,0,100,220,0,615,1277,0,0,0,0,270,504,0,120,275,0,0,0,0,150,296,0,0,0,0,270,544,0,0,0
2,2025,'091099911',118,  ,KG,0,1460,2910,0,100,298,0,0,0,0,85,241,0,0,0,0,0,0,0,0,0,0,75,211,0,100,281,0,125,292,0,75,212,0,200,564,0,700,811
2,2025,'091099911',123,  ,KG,0,2353,1608,0,0,0,0,0,0,0,0,0,0,422,301,0,0,0,0,1063,656,0,570,403,0,0,0,0,0,0,0,298,248,0,0,0,0,0,0
2,2025,'091099911',127,  ,KG,0,3216,1951,0,0,0,0,1000,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,277,0,1880,1018,0,0,0,0,0,0
2,2025,'091099911',144,  ,KG,0,14,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,450,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099911',210,  ,KG,0,14,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,326,0,0,0,0,0,0,0,0,0
2,2025,'091099911',234,  ,KG,0,1605,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099911',501,  ,KG,0,265,2066,0,0,0,0,0,0,0,64,501,0,64,504,0,0,0,0,42,325,0,95,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099919',105,  ,KG,0,75502,214095,0,7342,25746,0,4060,7839,0,5794,20690,0,9271,24401,0,5900,10107,0,7350,23003,0,1965,4502,0,8000,24747,0,2530,6724,0,11630,30586,0,3580,8019,0,8080,27731
2,2025,'091099919',110,  ,KG,0,16269,8232,0,2520,783,0,1020,302,0,2524,676,0,2260,874,0,0,0,0,0,0,0,1550,753,0,915,699,0,2390,1134,0,0,0,0,1190,1034,0,1900,1977
2,2025,'091099919',111,  ,KG,0,14522,7307,0,856,465,0,1096,543,0,880,437,0,1024,508,0,640,318,0,4306,2201,0,800,396,0,984,488,0,968,480,0,728,361,0,1520,753,0,720,357
2,2025,'091099919',118,  ,KG,0,15308,17572,0,0,0,0,0,0,0,0,0,0,3033,3476,0,0,0,0,0,0,0,0,0,0,1892,2309,0,0,0,0,0,0,0,3513,4095,0,6870,7692
2,2025,'091099919',123,  ,KG,0,34789,14657,0,720,345,0,1479,522,0,3020,1359,0,1676,335,0,4430,1432,0,4535,1297,0,3413,1878,0,4179,1739,0,800,493,0,3774,1563,0,5083,2266,0,1680,1428
2,2025,'091099919',125,  ,KG,0,375,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,374,0,0,0,0,300,387,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099919',127,  ,KG,0,2136,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,484,0,0,0,0,0,0,0,960,520,0,0,0
2,2025,'091099919',131,  ,KG,0,3740,5743,0,0,0,0,638,1464,0,0,0,0,1085,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,500,975,0,0,0,0,1517,1834,0,0,0
2,2025,'091099919',210,  ,KG,0,38,1848,0,0,0,0,5,257,0,0,0,0,6,347,0,0,0,0,0,0,0,0,0,0,7,464,0,0,0,0,8,439,0,0,0,0,12,341
2,2025,'091099919',220,  ,KG,0,200,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1176,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099919',234,  ,KG,0,1992,3071,0,0,0,0,0,0,0,0,0,0,100,429,0,0,0,0,444,1402,0,1448,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099919',410,  ,KG,0,46,321,0,46,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099919',538,  ,KG,0,314,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1030,0,14,245,0,0,0
2,2025,'091099919',601,  ,KG,0,937,1906,0,0,0,0,415,726,0,0,0,0,142,299,0,0,0,0,261,509,0,119,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099991',123,  ,KG,0,132,951,0,0,0,0,0,0,0,0,0,0,0,0,0,72,508,0,0,0,0,60,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099991',210,  ,KG,0,998,3680,0,0,0,0,0,0,0,998,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099991',218,  ,KG,0,20000,12066,0,0,0,0,0,0,0,8000,3812,0,0,0,0,0,0,0,12000,8254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099991',225,  ,KG,0,260,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,814,0,0,0,0,0,0,0,0,0
2,2025,'091099991',229,  ,KG,0,6000,3966,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099991',234,  ,KG,0,250455,287906,0,6000,3892,0,49430,56399,0,20460,19121,0,8845,12810,0,15685,38634,0,17960,12754,0,14000,24871,0,26430,21695,0,14800,8518,0,37525,38162,0,22400,35602,0,16920,15448
2,2025,'091099991',304,  ,KG,0,3490,105608,0,0,0,0,0,0,0,1740,53216,0,0,0,0,0,0,0,0,0,0,1750,52392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099991',501,  ,KG,0,78640,84012,0,14000,11212,0,0,0,0,2200,2514,0,11400,11355,0,10000,13996,0,0,0,0,27040,24850,0,4500,6332,0,0,0,0,0,0,0,4500,6565,0,5000,7188
2,2025,'091099991',506,  ,KG,0,500,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,435,0,0,0,0,0,0,0,0,0
2,2025,'091099992',105,  ,KG,0,200,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099992',218,  ,KG,0,300,238,0,300,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'091099992',234,  ,KG,0,113396,51795,0,28221,13503,0,4005,1379,0,0,0,0,0,0,0,28875,11814,0,720,403,0,14005,7098,0,0,0,0,6100,4139,0,1440,827,0,9000,3050,0,21030,9582
2,2025,'091099992',501,  ,KG,0,42480,38679,0,0,0,0,19000,16914,0,0,0,0,0,0,0,0,0,0,7000,6150,0,1300,1054,0,0,0,0,0,0,0,6680,6281,0,0,0,0,8500,8280
2,2025,'091099993',103,  ,KG,0,176119,2846317,0,500,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17598,87445,0,18157,156308,0,24560,541769,0,39870,718015,0,50324,848219,0,25110,488661
2,2025,'091099993',105,  ,KG,0,450889,822223,0,51611,79114,0,2550,9517,0,61800,101241,0,33042,68774,0,31805,53679,0,47186,94192,0,9200,13474,0,39620,40485,0,39467,72558,0,55155,138717,0,42020,73658,0,37433,76814
