Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2025,'070955000',304,  ,KG,0,84524,518249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,2701,0,9230,66112,0,45142,287282,0,25989,142549,0,3869,19605
2,2025,'070956000',105,  ,KG,0,7094,77746,0,2195,20784,0,396,4693,0,130,2183,0,70,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,17,225,0,311,4305,0,1429,16060,0,2546,28008
2,2025,'070956000',133,  ,KG,0,36,1255,0,0,0,0,0,0,0,6,204,0,30,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070956000',134,  ,KG,0,7,257,0,0,0,0,0,0,0,7,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070956000',210,  ,KG,0,2641,319842,0,579,78969,0,404,56625,0,180,30436,0,10,271,0,74,1831,0,147,2534,0,138,2435,0,78,1661,0,113,7462,0,150,12137,0,144,11492,0,624,113989
2,2025,'070956000',217,  ,KG,0,14,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,780,0,0,0,0,0,0
2,2025,'070956000',218,  ,KG,0,1807,170724,0,211,20528,0,272,27854,0,211,31304,0,52,6264,0,40,1111,0,65,911,0,89,1406,0,72,2171,0,169,8103,0,76,6151,0,148,10879,0,402,54042
2,2025,'070956000',220,  ,KG,0,11028,1394660,0,597,119594,0,500,71044,0,598,75789,0,611,31965,0,877,22566,0,1475,30611,0,1314,27744,0,1156,35556,0,580,45766,0,891,201073,0,1127,349559,0,1302,383393
2,2025,'070956000',227,  ,KG,0,10,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,525,0,0,0,0,0,0,0,0,0
2,2025,'070956000',228,  ,KG,0,1,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,609,0,0,0
2,2025,'070956000',231,  ,KG,0,686,45791,0,3,290,0,0,0,0,18,867,0,13,463,0,0,0,0,0,0,0,0,0,0,36,1070,0,335,19615,0,201,16651,0,59,4775,0,21,2060
2,2025,'070956000',232,  ,KG,0,480,11947,0,0,0,0,4,298,0,62,2038,0,205,5600,0,114,2504,0,40,614,0,55,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070956000',241,  ,KG,0,142,38353,0,6,3140,0,3,301,0,0,0,0,10,327,0,20,379,0,0,0,0,0,0,0,0,0,0,14,4237,0,38,8668,0,31,14072,0,20,7229
2,2025,'070956000',409,  ,KG,0,163,17015,0,0,0,0,0,0,0,0,0,0,0,0,0,5,732,0,61,7390,0,57,4800,0,40,4093,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070956000',413,  ,KG,0,104,13942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,719,0,26,3224,0,63,8307,0,10,1692,0,0,0,0,0,0,0,0,0
2,2025,'070956000',601,  ,KG,0,1569,142288,0,0,0,0,0,0,0,0,0,0,0,0,0,5,671,0,477,46697,0,808,67866,0,279,27054,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070959000',103,  ,KG,0,243483,89115,0,40000,13213,0,37200,12779,0,3600,1495,0,6513,2879,0,9834,4436,0,7100,3251,0,7920,3612,0,11472,4845,0,16538,6856,0,17986,7495,0,24360,9165,0,60960,19089
2,2025,'070959000',105,  ,KG,0,224892,81358,0,306,2003,0,490,3445,0,8886,10825,0,16444,10195,0,8062,3618,0,15716,4661,0,7812,1991,0,23467,6747,0,39117,10488,0,23436,6259,0,23436,6347,0,57720,14779
2,2025,'070959000',210,  ,KG,0,4847,16951,0,160,573,0,0,0,0,0,0,0,0,0,0,393,1511,0,296,1210,0,0,0,0,387,1495,0,1043,3745,0,1033,3781,0,1030,2966,0,505,1670
2,2025,'070959000',217,  ,KG,0,622,1988,0,252,742,0,0,0,0,168,519,0,102,372,0,0,0,0,0,0,0,0,0,0,100,355,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070959000',218,  ,KG,0,654,2316,0,450,1619,0,102,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,472
2,2025,'070959000',220,  ,KG,0,812,2209,0,80,304,0,0,0,0,0,0,0,0,0,0,0,0,0,60,211,0,0,0,0,0,0,0,0,0,0,192,545,0,380,914,0,100,235
2,2025,'070959000',223,  ,KG,0,819,3503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,332,0,288,1239,0,429,1932,0,0,0
2,2025,'070959000',227,  ,KG,0,183,990,0,0,0,0,0,0,0,81,478,0,102,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070959000',231,  ,KG,0,40,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,205,0,0,0,0,0,0
2,2025,'070959000',232,  ,KG,0,666,4838,0,0,0,0,0,0,0,0,0,0,213,1699,0,402,2745,0,51,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070959000',234,  ,KG,0,490,3577,0,0,0,0,0,0,0,0,0,0,0,0,0,337,2644,0,42,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,600
2,2025,'070959000',243,  ,KG,0,150,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,622,0,0,0,0,0,0,0,0,0
2,2025,'070960010',103,  ,KG,0,14997432,7294129,0,1038267,718398,0,667176,450331,0,889927,552442,0,1258652,673444,0,1623489,615288,0,2164744,746136,0,2335756,726206,0,779875,490576,0,1020820,594204,0,656605,385215,0,1201151,653467,0,1360970,688422
2,2025,'070960010',207,  ,KG,0,1270875,807387,0,0,0,0,0,0,0,0,0,0,0,0,0,73500,40618,0,50250,28632,0,62250,37747,0,475125,314354,0,391875,255220,0,217875,130816,0,0,0,0,0,0
2,2025,'070960010',302,  ,KG,0,279947,212837,0,0,0,0,0,0,0,4500,2490,0,44429,35213,0,29590,23249,0,22650,18919,0,24051,20821,0,49197,35932,0,57322,40518,0,36961,26663,0,11247,9032,0,0,0
2,2025,'070960010',606,  ,KG,0,2304660,1618251,0,420760,336111,0,371955,271492,0,414055,269773,0,161325,108161,0,3985,2442,0,0,0,0,0,0,0,1000,1000,0,41070,30537,0,358490,234549,0,269755,190841,0,262265,173345
2,2025,'070960090',103,  ,KG,0,180393,143123,0,21063,19259,0,19326,16571,0,18541,17423,0,25895,18482,0,19122,12933,0,14110,9980,0,8360,7964,0,5450,4445,0,3080,2977,0,9830,6989,0,13168,10116,0,22448,15984
2,2025,'070960090',110,  ,KG,0,35166,15758,0,6400,3107,0,0,0,0,2400,1112,0,24266,10616,0,2100,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070960090',207,  ,KG,0,1920,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,150,224,0,360,534,0,330,488,0,780,1155,0,150,219,0,150,222,0,0,0,0,0,0
2,2025,'070960090',606,  ,KG,0,34800,19935,0,0,0,0,0,0,0,23100,12705,0,150,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550,6930
2,2025,'070991000',210,  ,KG,0,2529,6651,0,0,0,0,0,0,0,0,0,0,0,0,0,160,477,0,551,1497,0,501,1246,0,795,2051,0,420,1161,0,0,0,0,0,0,0,102,219
2,2025,'070991000',218,  ,KG,0,93,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070991000',220,  ,KG,0,1208,2842,0,52,222,0,0,0,0,286,636,0,770,1675,0,100,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070992000',218,  ,KG,0,9036,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,9036,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070993000',103,  ,KG,0,651930,118841,0,1440,766,0,400,227,0,0,0,0,0,0,0,0,0,0,0,0,0,477230,87472,0,86760,15038,0,54100,9458,0,32000,5880,0,0,0,0,0,0
2,2025,'070993000',207,  ,KG,0,378,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,525,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070993000',218,  ,KG,0,460,223,0,0,0,0,0,0,0,460,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070993000',304,  ,KG,0,1285,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,840,0,0,0,0,0,0,0,0,0
2,2025,'070993000',305,  ,KG,0,23575398,3972189,0,7454083,1220948,0,1840733,352981,0,819838,159538,0,704244,111628,0,3790875,618935,0,4369859,723781,0,390830,75965,0,1778,1059,0,13333,7681,0,7111,3904,0,7556,4248,0,4175158,691521
2,2025,'070993000',601,  ,KG,0,240000,42642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,42642,0,0,0
2,2025,'070993000',606,  ,KG,0,40365660,5342336,0,1218400,199330,0,4779200,730611,0,15216000,2039153,0,11902660,1546920,0,7249400,826322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070993000',618,  ,KG,0,1321920,243897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155520,27499,0,738720,136080,0,427680,80318
2,2025,'070999200',105,  ,KG,0,971089,897922,0,96457,98663,0,80208,81052,0,188311,135502,0,146950,81907,0,22667,44682,0,21272,43035,0,37428,67885,0,32526,59302,0,77992,66165,0,112207,64062,0,49813,54599,0,105258,101068
2,2025,'070999200',106,  ,KG,0,113489,78965,0,8985,6636,0,7460,5463,0,7223,5638,0,7521,5369,0,10334,7766,0,8327,5950,0,8732,5586,0,7654,4323,0,13226,7546,0,11298,8186,0,11123,8190,0,11606,8312
2,2025,'070999200',110,  ,KG,0,94870,58555,0,8768,5855,0,12970,5151,0,7140,4557,0,18418,11011,0,5371,2711,0,3363,2021,0,9043,5763,0,2859,1771,0,2892,2019,0,10361,6031,0,3216,2797,0,10469,8868
2,2025,'070999200',111,  ,KG,0,1927922,1542443,0,184880,148681,0,181291,142768,0,223557,169181,0,249450,186075,0,176717,136695,0,138195,111560,0,90999,79547,0,82037,73639,0,91826,78024,0,163518,128426,0,186767,150985,0,158685,136862
2,2025,'070999200',117,  ,KG,0,1305652,925769,0,209087,153216,0,172845,125643,0,203116,144184,0,201212,142109,0,114164,78151,0,49571,32350,0,2372,1494,0,4968,3228,0,11770,7637,0,56872,40508,0,152717,107114,0,126958,90135
2,2025,'070999200',118,  ,KG,0,1020,268,0,0,0,0,0,0,0,1020,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070999200',123,  ,KG,0,3301,3190,0,766,626,0,319,257,0,713,570,0,468,344,0,0,0,0,0,0,0,0,0,0,0,0,0,88,239,0,0,0,0,0,0,0,947,1154
2,2025,'070999200',127,  ,KG,0,3295,1237,0,785,246,0,1577,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,393
2,2025,'070999200',143,  ,KG,0,23052,58345,0,2772,7546,0,2016,5397,0,2016,5220,0,2604,5153,0,2364,5869,0,852,2109,0,2268,5713,0,1608,4089,0,1512,3866,0,1512,3928,0,1512,4015,0,2016,5440
2,2025,'070999200',207,  ,KG,0,264,464,0,0,0,0,0,0,0,0,0,0,162,205,0,102,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070999200',210,  ,KG,0,7893,23623,0,0,0,0,468,1612,0,417,1378,0,0,0,0,6435,18944,0,573,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070999200',220,  ,KG,0,2529,3040,0,406,496,0,1404,1862,0,314,371,0,405,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'070999200',304,  ,KG,0,28607,30639,0,1694,2088,0,1621,1980,0,2069,2438,0,2343,2733,0,2188,2474,0,2014,2278,0,1845,2102,0,2368,2908,0,1864,2162,0,2153,2625,0,2164,2580,0,6284,4271
2,2025,'070999200',305,  ,KG,0,4460,6504,0,0,0,0,0,0,0,0,0,0,0,0,0,180,208,0,438,861,0,270,306,0,1186,1531,0,1147,1508,0,567,783,0,355,639,0,317,668
2,2025,'070999200',612,  ,KG,0,342,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,244,0,0,0
2,2025,'071010000',105,  ,KG,0,16340381,2745225,0,1280070,229423,0,969724,179408,0,1520097,256379,0,1464892,243785,0,1418238,230878,0,1159033,183028,0,1452022,239525,0,1276681,210371,0,1219707,202145,0,1432476,235090,0,1548687,263257,0,1598754,271936
2,2025,'071010000',123,  ,KG,0,90040,16370,0,0,0,0,0,0,0,4540,825,0,22500,4235,0,0,0,0,0,0,0,22500,4084,0,0,0,0,18000,3325,0,0,0,0,0,0,0,22500,3901
2,2025,'071010000',208,  ,KG,0,469650,118291,0,92000,22533,0,0,0,0,50290,11926,0,3240,789,0,0,0,0,90850,22052,0,45340,11483,0,0,0,0,45370,11676,0,91730,24027,0,5400,1454,0,45430,12351
2,2025,'071010000',304,  ,KG,0,10010945,2391790,0,659400,163420,0,926230,230219,0,471000,110792,0,586450,138894,0,1035050,235643,0,987263,229082,0,823550,193445,0,1079373,256501,0,879634,209999,0,1126445,271193,0,612300,148130,0,824250,204472
2,2025,'071021000',105,  ,KG,0,6344948,2178741,0,643972,252068,0,397496,155366,0,655785,243056,0,514774,181107,0,571697,192785,0,527843,165309,0,511536,157115,0,480933,159275,0,528360,170785,0,433559,138344,0,509094,170524,0,569899,193007
2,2025,'071021000',111,  ,KG,0,4650,4291,0,0,0,0,0,0,0,0,0,0,4650,4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'071021000',123,  ,KG,0,139953,28522,0,9800,2165,0,0,0,0,0,0,0,3579,1001,0,1250,328,0,35796,6304,0,24400,4963,0,15600,3203,0,21310,4409,0,0,0,0,7200,1547,0,21018,4602
2,2025,'071021000',124,  ,KG,0,1200,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,232,0,0,0
2,2025,'071021000',207,  ,KG,0,11520,3898,0,0,0,0,3840,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,1004,0,4800,1655,0,0,0,0,0,0,0,0,0
2,2025,'071021000',208,  ,KG,0,321800,89964,0,106320,30466,0,0,0,0,16800,4563,0,23040,6727,0,0,0,0,14370,4012,0,23990,5149,0,10800,3170,0,64800,16854,0,15600,4456,0,23040,7245,0,23040,7322
2,2025,'071021000',210,  ,KG,0,31280,8589,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,1748,0,0,0,0,0,0,0,0,0,0,24568,5655,0,1008,537,0,1144,649,0,0,0
2,2025,'071021000',217,  ,KG,0,130176,34578,0,18432,4759,0,3456,870,0,4608,1156,0,21888,5637,0,8064,2085,0,9216,2381,0,0,0,0,25344,6918,0,10368,2829,0,25344,6975,0,3456,968,0,0,0
2,2025,'071021000',220,  ,KG,0,2210,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,431,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,933,0,0,0
2,2025,'071021000',227,  ,KG,0,291960,70137,0,19584,4548,0,29952,6805,0,33408,8178,0,18432,4241,0,26496,6127,0,34560,8047,0,16128,3899,0,32832,8051,0,27648,6780,0,13512,3405,0,26736,6718,0,12672,3338
2,2025,'071021000',304,  ,KG,0,1620710,580526,0,111246,42267,0,163480,60718,0,145215,51333,0,133724,49709,0,175893,61253,0,121933,42311,0,221299,78064,0,147487,50546,0,102446,38054,0,158775,52551,0,39530,15136,0,99682,38584
2,2025,'071021000',306,  ,KG,0,33660,17927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,9398,0,0,0,0,0,0,0,0,0,0,15660,8529,0,0,0,0,0,0
2,2025,'071021000',606,  ,KG,0,1519384,402888,0,51470,15945,0,38516,11586,0,197836,51811,0,119916,29424,0,99198,28756,0,139752,36295,0,255588,63852,0,78796,22685,0,88050,21451,0,225228,57056,0,102404,27235,0,122630,36792
2,2025,'071022000',105,  ,KG,0,13900882,3280730,0,1304481,326214,0,888473,220154,0,1044324,245563,0,1216272,279155,0,1257735,278251,0,1164577,258493,0,1220182,283304,0,1062451,250514,0,1013652,240997,0,1243550,293625,0,1346335,317993,0,1138850,286467
2,2025,'071022000',106,  ,KG,0,329854,108680,0,12680,4325,0,41000,13296,0,7584,3071,0,40500,11857,0,26300,7993,0,0,0,0,46400,15015,0,1160,464,0,55700,18246,0,25500,9270,0,35000,11087,0,38030,14056
2,2025,'071022000',110,  ,KG,0,305940,101866,0,16620,5798,0,17250,5847,0,36650,12290,0,74660,24449,0,37610,12446,0,21900,6997,0,15480,5087,0,24890,8158,0,16000,5386,0,37740,12773,0,0,0,0,7140,2635
2,2025,'071022000',111,  ,KG,0,5259439,1684830,0,363816,121806,0,532070,170883,0,518253,162852,0,506705,162102,0,392980,120833,0,296004,87242,0,483396,149029,0,379591,120891,0,408890,134560,0,414950,134592,0,518138,175083,0,444646,144957
2,2025,'071022000',118,  ,KG,0,140005,40207,0,8000,2534,0,1700,556,0,14750,4328,0,8754,2607,0,5000,1445,0,18000,5128,0,0,0,0,43801,12141,0,13500,3628,0,0,0,0,18000,5420,0,8500,2420
2,2025,'071022000',123,  ,KG,0,903200,169494,0,75870,14930,0,40400,8050,0,32810,5958,0,66000,12557,0,87000,15985,0,21040,3872,0,176200,31878,0,122000,22471,0,98290,18390,0,76620,14187,0,15300,3057,0,91670,18159
2,2025,'071022000',127,  ,KG,0,792,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'071022000',207,  ,KG,0,9600,2713,0,0,0,0,3840,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,842,0,2880,832,0,0,0,0,0,0,0,0,0
2,2025,'071022000',208,  ,KG,0,662640,143401,0,58680,13010,0,63000,13991,0,69480,15436,0,104520,21243,0,68040,13986,0,56520,12463,0,46320,9934,0,69480,15154,0,0,0,0,71640,15925,0,20040,4569,0,34920,7690
2,2025,'071022000',210,  ,KG,0,4137,2162,0,511,262,0,482,243,0,0,0,0,0,0,0,648,335,0,1776,946,0,0,0,0,0,0,0,0,0,0,720,376,0,0,0,0,0,0
2,2025,'071022000',217,  ,KG,0,370440,89404,0,31320,7474,0,50760,11694,0,10800,2488,0,21600,5089,0,65880,15454,0,31320,7497,0,49680,12439,0,15120,3772,0,33480,8268,0,17280,4292,0,23760,5899,0,19440,5038
2,2025,'071022000',218,  ,KG,0,36973,9625,0,4996,1332,0,7977,2071,0,0,0,0,0,0,0,9000,2262,0,0,0,0,5000,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2687
2,2025,'071022000',304,  ,KG,0,135599,44793,0,17400,6373,0,0,0,0,0,0,0,0,0,0,47399,14739,0,0,0,0,24000,6747,0,0,0,0,23400,8682,0,0,0,0,0,0,0,23400,8252
2,2025,'071022000',506,  ,KG,0,92610,18547,0,0,0,0,0,0,0,22940,4645,0,0,0,0,23760,4601,0,0,0,0,0,0,0,23570,4710,0,0,0,0,0,0,0,22340,4591,0,0,0
2,2025,'071029010',105,  ,KG,0,25498534,6470917,0,1593569,423367,0,1498396,378567,0,1833962,472915,0,2482391,651147,0,2365712,573257,0,2406370,593956,0,2787971,680023,0,2349880,591434,0,2058759,509107,0,2257067,568164,0,1862400,487490,0,2002057,541490
2,2025,'071029010',106,  ,KG,0,21750071,7699983,0,1621197,612375,0,1470572,529908,0,1745978,609263,0,1502312,529501,0,2125318,709531,0,2387191,811763,0,2597969,894549,0,2156402,756403,0,1940130,686850,0,1770970,634326,0,1274630,468911,0,1157402,456603
2,2025,'071029010',110,  ,KG,0,941794,295202,0,8000,2496,0,42000,13241,0,73957,21634,0,101000,31625,0,146432,44903,0,44020,13107,0,110500,34270,0,24000,8464,0,132050,41135,0,84432,25279,0,47451,15325,0,127952,43723
2,2025,'071029010',111,  ,KG,0,12029680,4064160,0,619814,219454,0,399570,144160,0,1118520,379277,0,1035699,352092,0,1509361,493766,0,1445687,475513,0,1179961,391523,0,1383130,464545,0,1043256,353745,0,848841,290065,0,846198,289145,0,599643,210875
2,2025,'071029010',118,  ,KG,0,2285470,786740,0,159000,58862,0,205000,73133,0,279040,98298,0,271350,90829,0,217810,69864,0,308760,102019,0,188400,61760,0,130480,45487,0,241990,86238,0,183660,63881,0,22000,7453,0,77980,28916
2,2025,'071029010',207,  ,KG,0,388,483,0,0,0,0,0,0,0,0,0,0,388,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'071029090',105,  ,KG,0,5014896,1619781,0,518636,174797,0,313842,108705,0,618600,197571,0,458844,150840,0,403347,116614,0,504863,156731,0,524712,165599,0,245342,81393,0,385620,123245,0,446716,145631,0,316910,108861,0,277464,89794
2,2025,'071029090',111,  ,KG,0,2916,4146,0,0,0,0,0,0,0,0,0,0,0,0,0,648,767,0,891,1438,0,518,814,0,0,0,0,283,475,0,0,0,0,576,652,0,0,0
2,2025,'071029090',118,  ,KG,0,4255,4112,0,0,0,0,500,629,0,0,0,0,495,1000,0,0,0,0,0,0,0,0,0,0,215,310,0,0,0,0,0,0,0,645,1126,0,2400,1047
2,2025,'071029090',127,  ,KG,0,1269,515,0,0,0,0,0,0,0,0,0,0,540,249,0,0,0,0,0,0,0,0,0,0,729,266,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'071029090',210,  ,KG,0,2736,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,576,321,0,0,0,0,0,0,0,0,0,0,1728,1033,0,432,307,0,0,0,0,0,0
2,2025,'071029090',406,  ,KG,0,896,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,377,0,0,0,0,0,0
2,2025,'071029090',506,  ,KG,0,6530,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6260,4183,0,0,0,0,0,0,0,270,331
2,2025,'071030000',105,  ,KG,0,58406097,12316467,0,5047747,1119800,0,3899741,852598,0,4732368,1000835,0,5424261,1143764,0,4467833,909756,0,4294797,876077,0,4830350,976645,0,4026894,836048,0,4805959,984785,0,5384326,1108615,0,5019104,1055995,0,6472717,1451549
2,2025,'071030000',106,  ,KG,0,596754,222971,0,97224,37390,0,4892,1819,0,77880,27936,0,117300,44268,0,17000,5704,0,70636,26764,0,26000,9854,0,22200,8015,0,41332,15188,0,59950,22640,0,24640,9404,0,37700,13989
2,2025,'071030000',110,  ,KG,0,244755,63937,0,15050,4023,0,0,0,0,16490,3315,0,62500,17984,0,17000,4416,0,43490,8374,0,10000,2566,0,7000,2246,0,16000,5216,0,26895,9372,0,19330,4108,0,11000,2317
2,2025,'071030000',118,  ,KG,0,10296,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,966,0,6696,1845,0,0,0,0,0,0
2,2025,'071030000',122,  ,KG,0,769060,197067,0,0,0,0,74840,22246,0,375820,102935,0,198840,51665,0,31080,5583,0,0,0,0,0,0,0,35560,5870,0,52920,8768,0,0,0,0,0,0,0,0,0
2,2025,'071030000',208,  ,KG,0,88590,21466,0,0,0,0,0,0,0,0,0,0,0,0,0,39520,9159,0,0,0,0,18270,4746,0,0,0,0,0,0,0,10800,2100,0,0,0,0,20000,5461
2,2025,'071030000',210,  ,KG,0,8192,2992,0,576,280,0,0,0,0,0,0,0,0,0,0,1680,490,0,432,206,0,0,0,0,0,0,0,3920,1175,0,720,389,0,432,222,0,432,230
2,2025,'071030000',406,  ,KG,0,301838,104834,0,5376,2220,0,15670,5156,0,25340,7708,0,16164,5132,0,20790,6198,0,13920,4874,0,30336,10366,0,39536,13428,0,13320,4020,0,20240,6707,0,45190,17779,0,55956,21246
2,2025,'071040000',105,  ,KG,0,8038784,1593340,0,580364,119507,0,619275,122606,0,586441,124958,0,642972,126580,0,645246,123173,0,736102,150982,0,892360,179958,0,470694,92369,0,508907,102652,0,739151,140960,0,676002,125058,0,941270,184537
2,2025,'071040000',110,  ,KG,0,945689,194533,0,55500,10438,0,21800,4091,0,150046,30388,0,82472,18271,0,48624,11957,0,106575,22093,0,112897,23908,0,21530,4090,0,94038,17001,0,65110,12540,0,112065,24454,0,75032,15302
2,2025,'071040000',111,  ,KG,0,15212334,3265547,0,724998,174642,0,1098139,243397,0,1147190,248026,0,1830201,394350,0,1162043,243268,0,1551743,319765,0,1851881,384870,0,1268508,265946,0,1493025,313053,0,1258762,272929,0,977544,216187,0,848300,189114
2,2025,'071040000',123,  ,KG,0,87000,12652,0,0,0,0,0,0,0,0,0,0,24000,3441,0,0,0,0,0,0,0,24000,3468,0,0,0,0,0,0,0,24000,3540,0,15000,2203,0,0,0
2,2025,'071040000',218,  ,KG,0,27840,9325,0,0,0,0,9600,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,3313,0,8640,2947,0,0,0,0,0,0,0,0,0
2,2025,'071040000',227,  ,KG,0,1770200,436228,0,92544,21815,0,148528,32850,0,142848,34454,0,136644,32875,0,171936,40930,0,159856,37207,0,131128,35914,0,175888,43828,0,175464,43696,0,145724,39280,0,167712,44003,0,121928,29376
2,2025,'071040000',304,  ,KG,0,21140238,6689617,0,1347085,451203,0,2660593,852301,0,1557375,491084,0,1637461,512869,0,2066144,635912,0,2073869,627401,0,2110964,653896,0,1442789,466646,0,1993960,632333,0,1986255,637415,0,1374938,434527,0,888805,294030
2,2025,'071040000',407,  ,KG,0,18046,6577,0,0,0,0,3458,1306,0,0,0,0,4711,1771,0,0,0,0,0,0,0,4975,1804,0,0,0,0,4902,1696,0,0,0,0,0,0,0,0,0
